Hugo_Symbol	Entrez_Gene_Id	TCGA-AB-2802-03	TCGA-AB-2803-03	TCGA-AB-2804-03	TCGA-AB-2805-03	TCGA-AB-2806-03	TCGA-AB-2807-03	TCGA-AB-2808-03	TCGA-AB-2809-03	TCGA-AB-2810-03	TCGA-AB-2811-03	TCGA-AB-2812-03	TCGA-AB-2813-03	TCGA-AB-2814-03	TCGA-AB-2815-03	TCGA-AB-2816-03	TCGA-AB-2817-03	TCGA-AB-2818-03	TCGA-AB-2819-03	TCGA-AB-2820-03	TCGA-AB-2821-03	TCGA-AB-2822-03	TCGA-AB-2823-03	TCGA-AB-2824-03	TCGA-AB-2825-03	TCGA-AB-2826-03	TCGA-AB-2827-03	TCGA-AB-2828-03	TCGA-AB-2829-03	TCGA-AB-2830-03	TCGA-AB-2831-03	TCGA-AB-2832-03	TCGA-AB-2833-03	TCGA-AB-2834-03	TCGA-AB-2835-03	TCGA-AB-2836-03	TCGA-AB-2837-03	TCGA-AB-2838-03	TCGA-AB-2839-03	TCGA-AB-2840-03	TCGA-AB-2841-03	TCGA-AB-2842-03	TCGA-AB-2843-03	TCGA-AB-2844-03	TCGA-AB-2845-03	TCGA-AB-2846-03	TCGA-AB-2847-03	TCGA-AB-2848-03	TCGA-AB-2849-03	TCGA-AB-2851-03	TCGA-AB-2853-03	TCGA-AB-2854-03	TCGA-AB-2855-03	TCGA-AB-2856-03	TCGA-AB-2857-03	TCGA-AB-2858-03	TCGA-AB-2860-03	TCGA-AB-2861-03	TCGA-AB-2862-03	TCGA-AB-2863-03	TCGA-AB-2866-03	TCGA-AB-2867-03	TCGA-AB-2868-03	TCGA-AB-2869-03	TCGA-AB-2870-03	TCGA-AB-2871-03	TCGA-AB-2872-03	TCGA-AB-2873-03	TCGA-AB-2874-03	TCGA-AB-2875-03	TCGA-AB-2876-03	TCGA-AB-2877-03	TCGA-AB-2878-03	TCGA-AB-2879-03	TCGA-AB-2880-03	TCGA-AB-2881-03	TCGA-AB-2882-03	TCGA-AB-2883-03	TCGA-AB-2884-03	TCGA-AB-2885-03	TCGA-AB-2886-03	TCGA-AB-2887-03	TCGA-AB-2888-03	TCGA-AB-2889-03	TCGA-AB-2890-03	TCGA-AB-2891-03	TCGA-AB-2892-03	TCGA-AB-2893-03	TCGA-AB-2894-03	TCGA-AB-2895-03	TCGA-AB-2896-03	TCGA-AB-2897-03	TCGA-AB-2898-03	TCGA-AB-2899-03	TCGA-AB-2900-03	TCGA-AB-2901-03	TCGA-AB-2903-03	TCGA-AB-2904-03	TCGA-AB-2906-03	TCGA-AB-2907-03	TCGA-AB-2908-03	TCGA-AB-2909-03	TCGA-AB-2910-03	TCGA-AB-2911-03	TCGA-AB-2912-03	TCGA-AB-2913-03	TCGA-AB-2914-03	TCGA-AB-2915-03	TCGA-AB-2916-03	TCGA-AB-2917-03	TCGA-AB-2918-03	TCGA-AB-2919-03	TCGA-AB-2920-03	TCGA-AB-2921-03	TCGA-AB-2922-03	TCGA-AB-2923-03	TCGA-AB-2924-03	TCGA-AB-2925-03	TCGA-AB-2926-03	TCGA-AB-2927-03	TCGA-AB-2928-03	TCGA-AB-2929-03	TCGA-AB-2930-03	TCGA-AB-2931-03	TCGA-AB-2932-03	TCGA-AB-2933-03	TCGA-AB-2934-03	TCGA-AB-2935-03	TCGA-AB-2936-03	TCGA-AB-2937-03	TCGA-AB-2938-03	TCGA-AB-2939-03	TCGA-AB-2940-03	TCGA-AB-2941-03	TCGA-AB-2942-03	TCGA-AB-2943-03	TCGA-AB-2944-03	TCGA-AB-2945-03	TCGA-AB-2946-03	TCGA-AB-2947-03	TCGA-AB-2948-03	TCGA-AB-2949-03	TCGA-AB-2950-03	TCGA-AB-2952-03	TCGA-AB-2954-03	TCGA-AB-2955-03	TCGA-AB-2956-03	TCGA-AB-2957-03	TCGA-AB-2959-03	TCGA-AB-2963-03	TCGA-AB-2964-03	TCGA-AB-2965-03	TCGA-AB-2966-03	TCGA-AB-2967-03	TCGA-AB-2968-03	TCGA-AB-2969-03	TCGA-AB-2970-03	TCGA-AB-2971-03	TCGA-AB-2972-03	TCGA-AB-2973-03	TCGA-AB-2974-03	TCGA-AB-2975-03	TCGA-AB-2976-03	TCGA-AB-2977-03	TCGA-AB-2978-03	TCGA-AB-2979-03	TCGA-AB-2980-03	TCGA-AB-2981-03	TCGA-AB-2982-03	TCGA-AB-2983-03	TCGA-AB-2984-03	TCGA-AB-2985-03	TCGA-AB-2986-03	TCGA-AB-2987-03	TCGA-AB-2988-03	TCGA-AB-2989-03	TCGA-AB-2990-03	TCGA-AB-2991-03	TCGA-AB-2992-03	TCGA-AB-2993-03	TCGA-AB-2995-03	TCGA-AB-2996-03	TCGA-AB-2997-03	TCGA-AB-2998-03	TCGA-AB-2999-03	TCGA-AB-3000-03	TCGA-AB-3001-03	TCGA-AB-3002-03	TCGA-AB-3005-03	TCGA-AB-3006-03	TCGA-AB-3007-03	TCGA-AB-3008-03	TCGA-AB-3009-03	TCGA-AB-3011-03	TCGA-AB-3012-03
NOXO1	124056	0.381364565	0.144053763	0.021168126	0.024340971	0.01860635	0.409161958	0.192568279	0.021046532	0.120399212	0.102863255	0.011880136	0.204215044	0.284997668	0.019501518	0.086864222	0.911743907	0.013620921	0.025116062	0.094161595	0.083547329	0.011870201	0.48984216	0.013688518	0.018388562	0.23494646	0.025837624	0.021593931	0.069074228	0.049136677	0.117343516	0.026206318	0.166400088	0.202278242	0.088650169	0.116159519	0.228859122	0.24176646	0.020066982	0.26245521	0.017340898	0.024624183	0.335308045	0.035060631	0.082352785	0.025482636	0.205557235	0.105244267	0.785004779	0.017582253	0.012590337	0.085319665	0.870861181	0.542876074	0.130507437	0.027375939	0.444743045	0.020498196	0.383457311	0.297922161	0.02508096	0.40935153	0.080447797	0.035060273	0.160398637	0.037356053	0.027814774	0.098502314	0.058014633	0.398613924	0.229711503	0.03083098	0.017873093	0.428683709	0.017341467	0.790957305	0.029331193	0.499591527	0.052340185	0.053449178	0.041972601	0.015510564	0.043333376	0.023335643	0.355941525	0.077447253	0.020806395	0.074459563	0.03056717	0.042058018	0.447493081	0.043196193	0.041834471	0.131552389	0.013497463	0.032369627	0.026245592	0.044370852	0.357925325	0.09271853	0.024265354	0.147932594	0.028748911	0.087510669	0.039471822	0.843299827	0.383618636	0.020908952	0.626127189	0.314684028	0.024176065	0.330585414	0.02419034	0.027814656	0.020009924	0.415420868	0.014378372	0.095350135	0.023506897	0.026247945	0.060224316	0.20597378	0.134611348	0.032824174	0.414972972	0.19778459	0.224776771	0.126003769	0.023886112	0.016327345	0.046154855	0.43891046	0.348509035	0.030535671	0.048285516	0.145350646	0.059847145	0.020747859	0.045134318	0.010786969	0.404001694	0.027642999	0.017409884	0.01901792	0.018842895	0.760280855	0.145178484	0.020573857	0.177085921	0.011495719	0.019235891	0.429427085	0.792957301	0.021187569	0.08256306	0.011775058	0.023137969	0.027781587	0.027956665	0.801519298	0.01701363	0.084355881	0.076101619	0.079990783	0.015451672	0.341367358	0.028797783	0.020610042	0.486998233	0.085203159	0.242901315	0.020535099	0.030522189	0.05162473	0.378400101	0.099421667	0.015830944	0.065294626	0.025191661	0.018608293	0.183454413	0.027210776	0.014262724	0.017469803	0.029837408	0.067006348	0.0828664	0.823780026	0.32568008	0.023900622	0.310210561	0.430453231	0.731454426	0.304990282	0.085439617
C1D	10438	0.018900848	0.015971682	0.017727033	0.01516537	0.017381993	0.020131464	0.014641277	0.015671715	0.014063947	0.012842776	0.014017053	0.014899076	0.014170106	0.01703799	0.014063856	0.017474273	0.016002095	0.014987313	0.015917398	0.015104368	0.015831391	0.0148859	0.01532414	0.014055216	0.014624062	0.013153498	0.016214078	0.014609321	0.015412847	0.013055442	0.014993161	0.013429923	0.014439022	0.014820223	0.014567659	0.017028038	0.011855718	0.014770665	0.014994605	0.016309674	0.015491429	0.015407091	0.012854403	0.015878084	0.014146124	0.014745131	0.016237566	0.016175949	0.016128904	0.01357024	0.015714448	0.015678388	0.017380835	0.014847712	0.017416218	0.014380558	0.014071637	0.012954157	0.014461238	0.017855208	0.01597559	0.016421574	0.017002682	0.012704378	0.016354245	0.013611264	0.017462531	0.01359669	0.016580794	0.015850683	0.015482461	0.016305619	0.011763372	0.013473194	0.019795553	0.013132189	0.015022836	0.014906862	0.015617674	0.014828063	0.014040773	0.015405192	0.01490117	0.014698215	0.020470691	0.025006166	0.013930642	0.013096202	0.017088241	0.013808755	0.018784383	0.015707948	0.016568964	0.016515125	0.016353479	0.01535686	0.020767583	0.016101587	0.016437624	0.013604043	0.017315378	0.012826537	0.014641183	0.018393992	0.016340246	0.019243057	0.016831149	0.014949592	0.015781816	0.015343781	0.013800897	0.013887539	0.015973419	0.016500043	0.019472651	0.01297179	0.012820481	0.016902188	0.018357026	0.017600937	0.014169866	0.021688238	0.015986297	0.015336898	0.013673797	0.015797774	0.021340709	0.018789433	0.013798484	0.014291081	0.018528983	0.019114328	0.012924184	0.021829334	0.014501511	0.014082581	0.016415596	0.017409822	0.013542183	0.016329243	0.013315852	0.01694891	0.013523916	0.017715079	0.016363001	0.014510629	0.015917123	0.014886693	0.014178292	0.015655787	0.020600598	0.015147708	0.014339988	0.015330006	0.015123	0.015719629	0.015978649	0.015506949	0.019212816	0.015639863	0.018202811	0.015594148	0.017790627	0.015270096	0.019106894	0.030124133	0.016139444	0.014345082	0.017300097	0.017310992	0.016033189	0.015304004	0.020204586	0.01636882	0.01494014	0.014934907	0.015648788	0.017371244	0.015520676	0.014308393	0.019270466	0.017674168	0.014478535	0.013532142	0.013863256	0.014539157	0.022171339	0.01517032	0.016474239	0.015893055	0.018268718	0.016625259	0.016964035	0.015475014
RLN1	6013	0.446677116	0.564301384	0.487213591	0.607804439	0.802271524	0.461365175	0.525006618	0.209650143	0.668660059	0.204151665	0.542092425	0.264663411	0.476865406	0.436885656	0.575136356	0.380528826	0.500194895	0.445558274	0.544826962	0.561295365	0.564814416	0.483988784	0.483303296	0.401594793	0.676986169	0.595655447	0.47671106	0.153149557	0.490284837	0.41018639	0.384456924	0.422520005	0.529881913	0.495655958	0.672809428	0.572685874	0.357909215	0.684456116	0.405397766	0.398337153	0.182190258	0.399301405	0.624850264	0.489339583	0.503272413	0.639555136	0.558129966	0.501584733	0.426831236	0.162131477	0.369354672	0.848223154	0.586404474	0.224705813	0.337890134	0.54946944	0.321277209	0.595783383	0.659571056	0.752757123	0.511265979	0.364607069	0.358579501	0.375086969	0.360959883	0.450413767	0.457270783	0.577586082	0.602308999	0.551769038	0.745967532	0.434742548	0.603062703	0.565214847	0.352948695	0.449650865	0.097315163	0.38982302	0.525397634	0.404470215	0.608571461	0.447384916	0.362951513	0.522640929	0.716078257	0.549434786	0.207924344	0.472405244	0.421314282	0.26523458	0.510143552	0.468607769	0.718282533	0.406434627	0.527428267	0.616766928	0.482389551	0.493458368	0.439319326	0.34608016	0.504110206	0.294559768	0.667095854	0.474633944	0.521629173	0.605350547	0.322948476	0.214472647	0.492759729	0.857944048	0.594707778	0.574427036	0.430559733	0.387762928	0.420987006	0.490795108	0.295428181	0.782593145	0.313493602	0.281073042	0.478301218	0.649460501	0.45357185	0.651466905	0.2668501	0.242193692	0.505728818	0.366460817	0.50273287	0.342477387	0.46444308	0.545448186	0.238449255	0.458772695	0.39940374	0.780048868	0.501078989	0.267124656	0.543262596	0.398448262	0.472695332	0.381439712	0.609259335	0.27804559	0.180214037	0.400572596	0.404118287	0.456601889	0.42280756	0.543921896	0.30760973	0.787225512	0.473828848	0.351176749	0.603290941	0.579923841	0.388428634	0.262503774	0.559331211	0.406028629	0.469908563	0.605332389	0.591740368	0.17353195	0.59897155	0.40017231	0.269038627	0.458870602	0.559083129	0.753098989	0.374412774	0.52052309	0.245005246	0.362891549	0.689845823	0.547648869	0.4434506	0.442131276	0.529919612	0.352636599	0.407297788	0.682325486	0.290538078	0.470075035	0.578120635	0.592521453	0.787122403	0.455703747	0.24214039	0.543131049	0.734168404	0.777431509	0.507626892	0.533909834
ACRV1	56	0.957986942	0.967307374	0.940564056	0.966049884	0.965220191	0.96039946	0.94813065	0.965815124	0.962805186	0.946115739	0.968358479	0.947105026	0.956702965	0.960569392	0.958766046	0.962404169	0.972484261	0.967002034	0.967345268	0.958956213	0.963430484	0.961792167	0.950811215	0.952012795	0.956393844	0.872507653	0.967661733	0.874855377	0.947863293	0.955714852	0.965754616	0.966069456	0.953255429	0.956780452	0.954568582	0.958798973	0.960004697	0.969654644	0.966354521	0.969787187	0.951997387	0.952149748	0.960432944	0.947573585	0.955705166	0.972127987	0.955796549	0.963919221	0.960572085	0.959352024	0.93247562	0.962796065	0.953298364	0.932802856	0.958433514	0.94460529	0.956945291	0.965652316	0.948150633	0.942768609	0.962307741	0.950940885	0.949674292	0.969408753	0.960506622	0.960810032	0.953610467	0.959693892	0.966723512	0.962195959	0.966019649	0.942308572	0.97361739	0.966434227	0.95090464	0.952576768	0.953402925	0.96203398	0.958180807	0.951805875	0.963452951	0.955274183	0.970512605	0.969367878	0.965963345	0.954536869	0.95322369	0.941628711	0.963606458	0.963059083	0.963456325	0.962851731	0.963567443	0.972193041	0.970126206	0.957229216	0.962110627	0.96542751	0.958069664	0.95741678	0.962417474	0.966859621	0.958626024	0.961191027	0.964661645	0.957147702	0.938481461	0.952384581	0.950227084	0.957672651	0.964247631	0.967304916	0.960201678	0.9693499	0.96566745	0.956166217	0.944545304	0.956768902	0.942688581	0.970766697	0.956692838	0.932869191	0.961392905	0.952860623	0.961345117	0.958991893	0.946503353	0.955298466	0.969461992	0.961019484	0.959558697	0.962212621	0.953011738	0.950567543	0.967018891	0.947853302	0.970509392	0.952491464	0.96925573	0.938522492	0.968862176	0.956849048	0.941863632	0.967929745	0.959242413	0.956313956	0.958459533	0.967561163	0.96226687	0.948894682	0.953763552	0.9614287	0.960800339	0.952063339	0.962444122	0.958723722	0.967660493	0.946371839	0.9462176	0.958992126	0.962369857	0.966271924	0.966835431	0.959424147	0.953236134	0.880440858	0.965385811	0.959319532	0.945830844	0.962358218	0.968244952	0.962168472	0.956472556	0.964363138	0.944111486	0.959017508	0.966724767	0.947521785	0.962282704	0.924423374	0.947554946	0.955950508	0.964880628	0.958458197	0.969790377	0.952768731	0.953516169	0.961571865	0.963794733	0.955092959	0.961672782	0.965125909	0.958999615	0.952827123
PCGF2	7703	0.020249145	0.011794309	0.009771303	0.012149984	0.012447536	0.016799093	0.011451927	0.013307323	0.011771762	0.010564347	0.009540367	0.011538684	0.011321167	0.010801186	0.035659442	0.012819419	0.012767521	0.01170221	0.011710855	0.01417881	0.012830369	0.01015482	0.015913336	0.011229936	0.011068811	0.010071579	0.00929004	0.01037952	0.011527283	0.009797203	0.01005001	0.00937869	0.018844495	0.015647841	0.015073136	0.00927492	0.011386218	0.011894734	0.01225122	0.010561728	0.011191102	0.012502988	0.014742465	0.010958547	0.010644989	0.012148718	0.020148404	0.743359822	0.010027776	0.014113817	0.013430497	0.928352374	0.010057966	0.013708505	0.013694207	0.012579636	0.011874924	0.010387754	0.010583988	0.013518309	0.009692165	0.011573654	0.009479231	0.011503758	0.012845378	0.009545597	0.010134677	0.012036121	0.015063511	0.012719953	0.01078701	0.01183761	0.010317034	0.014270328	0.012420245	0.011739035	0.013576282	0.012738736	0.010757719	0.010116306	0.011355556	0.015112462	0.010571629	0.015958347	0.013700503	0.01259739	0.010321762	0.010718021	0.010293055	0.011077746	0.020194117	0.01264011	0.014843908	0.009944574	0.009882289	0.010611191	0.014931287	0.014851021	0.013029972	0.01036195	0.009231653	0.010992958	0.012778694	0.043723429	0.010048694	0.011663321	0.010337036	0.011628347	0.01046448	0.007906597	0.008865426	0.014990179	0.010483139	0.012005394	0.011886793	0.013920356	0.0095012	0.011795024	0.014969797	0.011377872	0.009674918	0.010719512	0.012057572	0.009280132	0.01026333	0.01036913	0.01233669	0.012125232	0.025619648	0.010577876	0.011365227	0.025514537	0.011580645	0.014241944	0.012015236	0.012324283	0.010935999	0.011854619	0.016934416	0.00980886	0.011300777	0.017747793	0.01260849	0.011760026	0.011930753	0.010528374	0.016046514	0.011795358	0.010939501	0.011820886	0.013981226	0.0144539	0.011650608	0.011710062	0.011954385	0.017661334	0.012181751	0.013692452	0.011688029	0.011344521	0.011425694	0.025949313	0.010524601	0.012041901	0.012736529	0.011375609	0.009868646	0.039007255	0.011710556	0.010729916	0.010346455	0.009487065	0.015630864	0.010798214	0.013374344	0.011462101	0.009782589	0.010724294	0.010514086	0.01828796	0.011766367	0.012031593	0.008691901	0.010702324	0.010259745	0.011565771	0.015981076	0.012038045	0.01085726	0.014770555	0.026464008	0.874967742	0.011497302	0.026174979
PPP1R1B	84152	0.065104796	0.161288266	0.135041131	0.440454591	0.133577673	0.185261305	0.186604372	0.139788925	0.142332	0.079873778	0.148617519	0.225261976	0.600279165	0.058792423	0.088016241	0.215853634	0.103057162	0.335583469	0.386194791	0.44337309	0.072078101	0.445123058	0.133565657	0.443089876	0.406976723	0.485348391	0.105269892	0.120461857	0.16032946	0.274451235	0.095406936	0.08505785	0.160839417	0.272315771	0.183405366	0.462427386	0.125792488	0.256416887	0.122135874	0.196895273	0.372620911	0.453687767	0.408323422	0.211430931	0.102479455	0.553413132	0.131384373	0.699049879	0.126870373	0.058069206	0.253331511	0.787331901	0.62767431	0.335394686	0.420623499	0.446096644	0.151379678	0.315552169	0.13142519	0.134703067	0.132865238	0.326648096	0.100475629	0.157808085	0.165495954	0.176777928	0.158704188	0.500102764	0.174566215	0.201091371	0.721876682	0.444766037	0.054812249	0.155064296	0.098068936	0.188458228	0.100065638	0.106360902	0.438510851	0.218689065	0.090245166	0.395369891	0.112031152	0.16649329	0.141499233	0.084975731	0.066200446	0.10926458	0.316226707	0.089862275	0.101794848	0.041420528	0.442481022	0.405688382	0.073213281	0.129788654	0.118446492	0.163324178	0.511767413	0.132794173	0.238702374	0.142177543	0.663540129	0.394882379	0.458885747	0.105414038	0.3389469	0.134800289	0.278585143	0.352742777	0.112149248	0.399790272	0.223787831	0.181035778	0.143674944	0.147087773	0.034265924	0.117500891	0.181065323	0.053549656	0.43326553	0.190802208	0.074143344	0.187359154	0.491833735	0.086813665	0.299108014	0.16139255	0.084846748	0.230094284	0.471636633	0.492273618	0.139021639	0.062592634	0.148952435	0.704582089	0.096239622	0.147691475	0.069568403	0.087802335	0.090658358	0.198262735	0.391611738	0.468782326	0.306015509	0.149175982	0.131287548	0.37487683	0.345645549	0.117708063	0.073051961	0.131343196	0.457595707	0.456135517	0.040532384	0.409553642	0.079705648	0.308702802	0.428817394	0.106512082	0.078609447	0.071511516	0.134543624	0.064024691	0.431654295	0.127291131	0.082068747	0.132783824	0.152820733	0.141836028	0.13051218	0.465352767	0.153609186	0.444339677	0.246256922	0.159439158	0.441323795	0.207548121	0.105923926	0.156755959	0.112976063	0.490508314	0.137703157	0.10939985	0.240166953	0.34058912	0.226087661	0.099699894	0.460031307	0.32958249	0.294599469	0.679204238	0.180243768	0.250830152
CD276	80381	0.041997157	0.033743824	0.031355359	0.084406903	0.028428492	0.11058761	0.0412143	0.027452927	0.041175877	0.034443039	0.036657624	0.040566993	0.039348697	0.048441953	0.052046878	0.052585955	0.046830552	0.036122668	0.046040383	0.255043627	0.031124199	0.023617617	0.029272186	0.052111225	0.047922477	0.062720918	0.046420127	0.030093	0.047894125	0.27325436	0.057561324	0.045381614	0.244064015	0.059585481	0.050602068	0.050117446	0.034378459	0.050474746	0.069903328	0.021618162	0.03012438	0.046410301	0.048887355	0.04202631	0.045317117	0.05255053	0.083042358	0.820565147	0.049560201	0.044055222	0.053118222	0.779965803	0.043068791	0.04736099	0.039258036	0.076548121	0.046143605	0.029213554	0.047340998	0.056474271	0.060186598	0.053487954	0.046488788	0.053706624	0.076661161	0.040989808	0.043139705	0.049656732	0.071181113	0.063025688	0.029380594	0.03226859	0.029478752	0.072323731	0.070512719	0.057713511	0.033082022	0.047938712	0.03170966	0.025837627	0.050541784	0.053015459	0.056012159	0.073071459	0.407003905	0.040644026	0.028764527	0.045235796	0.032464322	0.02294876	0.114224745	0.033301958	0.067857734	0.032138095	0.042245925	0.072651616	0.051926484	0.032785789	0.098273299	0.049527051	0.033633206	0.027537747	0.053519637	0.063730557	0.047063588	0.066840703	0.031033873	0.030054855	0.047892038	0.0707827	0.056299448	0.040163176	0.037756776	0.033092735	0.039164456	0.023983766	0.029115386	0.114156915	0.041864165	0.028127575	0.030302003	0.030599858	0.04672167	0.031741054	0.021447931	0.050871337	0.019981319	0.031133402	0.045211444	0.073562894	0.051562994	0.38091566	0.031358319	0.05174238	0.03874759	0.064987566	0.043932854	0.063694136	0.030630944	0.036958204	0.062992986	0.037323928	0.044749252	0.040831705	0.144313142	0.031634776	0.050072983	0.118596936	0.026127767	0.094104956	0.048557093	0.327340793	0.034279307	0.037889071	0.02996612	0.039075088	0.041692024	0.039643574	0.038797738	0.038437006	0.159948824	0.028437611	0.054237221	0.02915534	0.044628243	0.056127011	0.041270641	0.040026234	0.054792165	0.135375538	0.05587755	0.050000597	0.106641907	0.026481755	0.036493049	0.062565109	0.037351536	0.039955694	0.039932004	0.057828515	0.057397332	0.032351179	0.041998546	0.034315228	0.05441101	0.03171335	0.223094077	0.039480611	0.058904022	0.031193193	0.096047671	0.906187792	0.075891642	0.041535648
HCLS1	3059	0.022974325	0.020654404	0.016846695	0.026461376	0.017403126	0.024633353	0.022954814	0.016524159	0.02282593	0.017594386	0.01919753	0.018524436	0.019414082	0.018563588	0.030062789	0.024938818	0.021780418	0.017072998	0.024027831	0.021836072	0.02146395	0.017136357	0.01846133	0.019303137	0.01923874	0.018973959	0.022422187	0.018845098	0.024534911	0.01836237	0.020372427	0.024559432	0.018792223	0.018439571	0.019495409	0.024136047	0.019559947	0.024095196	0.016797436	0.01788588	0.017281381	0.021859136	0.014931312	0.027767728	0.018029689	0.019294609	0.033664563	0.016535047	0.019640613	0.019647915	0.021518205	0.019774603	0.02990943	0.017490617	0.017511577	0.023280802	0.02003438	0.019366693	0.022062263	0.023389221	0.039074029	0.016238651	0.019489365	0.02272268	0.031183284	0.020825047	0.019408184	0.020787367	0.037102333	0.018628251	0.024887904	0.025055418	0.017778563	0.018974623	0.028256742	0.020272338	0.019259383	0.01941026	0.032715368	0.021799482	0.016901968	0.016826779	0.026940899	0.016172194	0.021593418	0.025241678	0.015842344	0.017338676	0.017433911	0.017288625	0.045836842	0.020645374	0.03936766	0.022248897	0.026856291	0.060053747	0.02906993	0.023955902	0.029843684	0.02335222	0.017962933	0.017640181	0.024011728	0.023709163	0.016447513	0.030669189	0.023254375	0.018615276	0.022284303	0.030994342	0.0187033	0.020369829	0.026368902	0.036085033	0.033159724	0.018886093	0.016011455	0.017207775	0.028826061	0.018219639	0.018081656	0.023303424	0.020874793	0.023942192	0.019899894	0.027502516	0.044752475	0.022528291	0.023944789	0.022805346	0.028493594	0.02487639	0.01734287	0.041757542	0.021417044	0.024690656	0.020234947	0.022699198	0.015515129	0.020153771	0.031447929	0.026794879	0.021320185	0.018129281	0.024389159	0.017687937	0.030443401	0.02210543	0.021251961	0.0179253	0.019429157	0.034493129	0.019031859	0.018476765	0.016354419	0.017661933	0.029820276	0.018599319	0.023024916	0.017441384	0.019181742	0.017280426	0.02284781	0.017968224	0.025741823	0.03675336	0.02140403	0.026163678	0.025987049	0.025000346	0.021305554	0.028301936	0.047154784	0.017543553	0.019588971	0.022899005	0.02040486	0.027790252	0.021333492	0.019898186	0.03965341	0.015430198	0.015268748	0.018535213	0.021350196	0.021393116	0.053545182	0.020907952	0.019840148	0.018477887	0.020594989	0.018704072	0.021337376	0.018345116
C3orf10	55845	0.016302262	0.018781656	0.019170294	0.01589641	0.020185576	0.017940295	0.016996568	0.017181706	0.021153958	0.015617357	0.019992099	0.01719098	0.020986221	0.017053559	0.022060825	0.022995719	0.017107323	0.024092423	0.021958672	0.019147435	0.018737224	0.016262494	0.01561923	0.014925666	0.016044778	0.017214586	0.015582282	0.021890717	0.019217009	0.01332598	0.015651133	0.015002318	0.016455816	0.01348057	0.016640788	0.015790223	0.016187561	0.015812514	0.017562353	0.019752869	0.016987951	0.017276282	0.01635924	0.018383402	0.016297436	0.017279964	0.018755382	0.017525614	0.016751629	0.017954626	0.017465417	0.01719572	0.019074596	0.019384026	0.018952821	0.015223098	0.018191415	0.021034499	0.016641391	0.019419667	0.014519749	0.01854471	0.021557577	0.016891545	0.018712368	0.014751713	0.016313121	0.015442274	0.020069832	0.01825067	0.015213922	0.019870202	0.01565244	0.016213376	0.017315672	0.014650156	0.018523385	0.01696757	0.020901506	0.019621446	0.015574182	0.018151897	0.020353658	0.016504855	0.024882233	0.02037711	0.019151263	0.017818758	0.016372436	0.01708763	0.023750868	0.01408705	0.016622856	0.01658737	0.017557927	0.016143084	0.019971848	0.016850113	0.019025954	0.0155777	0.018120378	0.018206848	0.017535191	0.021214277	0.014927848	0.015938941	0.013770879	0.014774964	0.015407604	0.020006689	0.017796122	0.015996973	0.020650723	0.014856417	0.017021501	0.016351357	0.014690958	0.020453446	0.015567584	0.015841915	0.016125369	0.02260288	0.016924693	0.017270895	0.016319134	0.015239986	0.025737659	0.014810956	0.014743402	0.014940862	0.017423986	0.017287695	0.016981228	0.021056992	0.018562838	0.020547816	0.018573763	0.020178819	0.016990049	0.014850472	0.015164873	0.021640982	0.020829827	0.014919341	0.016888555	0.017380171	0.015851545	0.016773441	0.015183337	0.016114133	0.017319747	0.018290763	0.015158158	0.017107782	0.015925986	0.016769632	0.015373402	0.014686811	0.021458428	0.015195361	0.017279739	0.014957659	0.020567398	0.01592945	0.016926312	0.021835845	0.017943519	0.017926697	0.018286395	0.023846926	0.014850773	0.017360723	0.021676277	0.015041267	0.018654516	0.013846442	0.017691322	0.019977695	0.020705794	0.01708312	0.014565511	0.023712514	0.017755063	0.016091922	0.01838881	0.015548137	0.018791967	0.017024729	0.016055601	0.016726098	0.020877471	0.021024324	0.020798514	0.023180786
